x,y,t
0.0500000000,-0.3000000000,0.0000238865
0.0500000000,-0.2500000000,0.0000284571
0.0500000000,-0.2000000000,0.0000351127
0.0500000000,-0.1500000000,0.0000455861
0.0500000000,-0.1000000000,0.0000639136
0.0500000000,-0.0500000000,0.0000998166
0.0500000000,-0.0000000000,0.0001457726
0.1000000000,-3.0000000000,0.0000048562
0.1000000000,-2.9500000000,0.0000049384
0.1000000000,-2.9000000000,0.0000050235
0.1000000000,-2.8500000000,0.0000051115
0.1000000000,-2.8000000000,0.0000052026
0.1000000000,-2.7500000000,0.0000052971
0.1000000000,-2.7000000000,0.0000053951
0.1000000000,-2.6500000000,0.0000054967
0.1000000000,-2.6000000000,0.0000056022
0.1000000000,-2.5500000000,0.0000057119
0.1000000000,-2.5000000000,0.0000058260
0.1000000000,-2.4500000000,0.0000059446
0.1000000000,-2.4000000000,0.0000060683
0.1000000000,-2.3500000000,0.0000061971
0.1000000000,-2.3000000000,0.0000063316
0.1000000000,-2.2500000000,0.0000064720
0.1000000000,-2.2000000000,0.0000066188
0.1000000000,-2.1500000000,0.0000067723
0.1000000000,-2.1000000000,0.0000069332
0.1000000000,-2.0500000000,0.0000071019
0.1000000000,-2.0000000000,0.0000072790
0.1000000000,-1.9500000000,0.0000074651
0.1000000000,-1.9000000000,0.0000076610
0.1000000000,-1.8500000000,0.0000078674
0.1000000000,-1.8000000000,0.0000080852
0.1000000000,-1.7500000000,0.0000083155
0.1000000000,-1.7000000000,0.0000085591
0.1000000000,-1.6500000000,0.0000088175
0.1000000000,-1.6000000000,0.0000090919
0.1000000000,-1.5500000000,0.0000093840
0.1000000000,-1.5000000000,0.0000096953
0.1000000000,-1.4500000000,0.0000100280
0.1000000000,-1.4000000000,0.0000103842
0.1000000000,-1.3500000000,0.0000107666
0.1000000000,-1.3000000000,0.0000111782
0.1000000000,-1.2500000000,0.0000116224
0.1000000000,-1.2000000000,0.0000121032
0.1000000000,-1.1500000000,0.0000126253
0.1000000000,-1.1000000000,0.0000131943
0.1000000000,-1.0500000000,0.0000138167
0.1000000000,-1.0000000000,0.0000145005
0.1000000000,-0.9500000000,0.0000152550
0.1000000000,-0.9000000000,0.0000160918
0.1000000000,-0.8500000000,0.0000170251
0.1000000000,-0.8000000000,0.0000180723
0.1000000000,-0.7500000000,0.0000192555
0.1000000000,-0.7000000000,0.0000206027
0.1000000000,-0.6500000000,0.0000221501
0.1000000000,-0.6000000000,0.0000239452
0.1000000000,-0.5500000000,0.0000260514
0.1000000000,-0.5000000000,0.0000285554
0.1000000000,-0.4500000000,0.0000315783
0.1000000000,-0.4000000000,0.0000352940
0.1000000000,-0.3500000000,0.0000399597
0.1000000000,-0.3000000000,0.0000459682
0.1000000000,-0.2500000000,0.0000539383
0.1000000000,-0.2000000000,0.0000648672
0.1000000000,-0.1500000000,0.0000803240
0.1000000000,-0.1000000000,0.0001022685
0.1000000000,-0.0500000000,0.0001297094
0.1000000000,-0.0000000000,0.0001457726
0.1500000000,-3.0000000000,0.0000072793
0.1500000000,-2.9500000000,0.0000074023
0.1500000000,-2.9000000000,0.0000075296
0.1500000000,-2.8500000000,0.0000076613
0.1500000000,-2.8000000000,0.0000077978
0.1500000000,-2.7500000000,0.0000079391
0.1500000000,-2.7000000000,0.0000080857
0.1500000000,-2.6500000000,0.0000082377
0.1500000000,-2.6000000000,0.0000083956
0.1500000000,-2.5500000000,0.0000085597
0.1500000000,-2.5000000000,0.0000087302
0.1500000000,-2.4500000000,0.0000089077
0.1500000000,-2.4000000000,0.0000090926
0.1500000000,-2.3500000000,0.0000092852
0.1500000000,-2.3000000000,0.0000094862
0.1500000000,-2.2500000000,0.0000096961
0.1500000000,-2.2000000000,0.0000099154
0.1500000000,-2.1500000000,0.0000101448
0.1500000000,-2.1000000000,0.0000103851
0.1500000000,-2.0500000000,0.0000106371
0.1500000000,-2.0000000000,0.0000109015
0.1500000000,-1.9500000000,0.0000111793
0.1500000000,-1.9000000000,0.0000114717
0.1500000000,-1.8500000000,0.0000117797
0.1500000000,-1.8000000000,0.0000121046
0.1500000000,-1.7500000000,0.0000124479
0.1500000000,-1.7000000000,0.0000128111
0.1500000000,-1.6500000000,0.0000131961
0.1500000000,-1.6000000000,0.0000136049
0.1500000000,-1.5500000000,0.0000140396
0.1500000000,-1.5000000000,0.0000145029
0.1500000000,-1.4500000000,0.0000149977
0.1500000000,-1.4000000000,0.0000155272
0.1500000000,-1.3500000000,0.0000160952
0.1500000000,-1.3000000000,0.0000167060
0.1500000000,-1.2500000000,0.0000173647
0.1500000000,-1.2000000000,0.0000180771
0.1500000000,-1.1500000000,0.0000188498
0.1500000000,-1.1000000000,0.0000196909
0.1500000000,-1.0500000000,0.0000206097
0.1500000000,-1.0000000000,0.0000216175
0.1500000000,-0.9500000000,0.0000227276
0.1500000000,-0.9000000000,0.0000239561
0.1500000000,-0.8500000000,0.0000253228
0.1500000000,-0.8000000000,0.0000268520
0.1500000000,-0.7500000000,0.0000285737
0.1500000000,-0.7000000000,0.0000305258
0.1500000000,-0.6500000000,0.0000327565
0.1500000000,-0.6000000000,0.0000353279
0.1500000000,-0.5500000000,0.0000383210
0.1500000000,-0.5000000000,0.0000418434
0.1500000000,-0.4500000000,0.0000460398
0.1500000000,-0.4000000000,0.0000511075
0.1500000000,-0.3500000000,0.0000573183
0.1500000000,-0.3000000000,0.0000650469
0.1500000000,-0.2500000000,0.0000747971
0.1500000000,-0.2000000000,0.0000871840
0.1500000000,-0.1500000000,0.0001027183
0.1500000000,-0.1000000000,0.0001209281
0.1500000000,-0.0500000000,0.0001381155
0.1500000000,-0.0000000000,0.0001457726
0.2000000000,-3.0000000000,0.0000096963
0.2000000000,-2.9500000000,0.0000098599
0.2000000000,-2.9000000000,0.0000100291
0.2000000000,-2.8500000000,0.0000102042
0.2000000000,-2.8000000000,0.0000103855
0.2000000000,-2.7500000000,0.0000105733
0.2000000000,-2.7000000000,0.0000107680
0.2000000000,-2.6500000000,0.0000109700
0.2000000000,-2.6000000000,0.0000111797
0.2000000000,-2.5500000000,0.0000113976
0.2000000000,-2.5000000000,0.0000116241
0.2000000000,-2.4500000000,0.0000118597
0.2000000000,-2.4000000000,0.0000121051
0.2000000000,-2.3500000000,0.0000123608
0.2000000000,-2.3000000000,0.0000126275
0.2000000000,-2.2500000000,0.0000129059
0.2000000000,-2.2000000000,0.0000131968
0.2000000000,-2.1500000000,0.0000135011
0.2000000000,-2.1000000000,0.0000138196
0.2000000000,-2.0500000000,0.0000141535
0.2000000000,-2.0000000000,0.0000145038
0.2000000000,-1.9500000000,0.0000148718
0.2000000000,-1.9000000000,0.0000152589
0.2000000000,-1.8500000000,0.0000156665
0.2000000000,-1.8000000000,0.0000160964
0.2000000000,-1.7500000000,0.0000165503
0.2000000000,-1.7000000000,0.0000170305
0.2000000000,-1.6500000000,0.0000175391
0.2000000000,-1.6000000000,0.0000180787
0.2000000000,-1.5500000000,0.0000186524
0.2000000000,-1.5000000000,0.0000192633
0.2000000000,-1.4500000000,0.0000199151
0.2000000000,-1.4000000000,0.0000206122
0.2000000000,-1.3500000000,0.0000213593
0.2000000000,-1.3000000000,0.0000221619
0.2000000000,-1.2500000000,0.0000230263
0.2000000000,-1.2000000000,0.0000239599
0.2000000000,-1.1500000000,0.0000249713
0.2000000000,-1.1000000000,0.0000260703
0.2000000000,-1.0500000000,0.0000272686
0.2000000000,-1.0000000000,0.0000285801
0.2000000000,-0.9500000000,0.0000300212
0.2000000000,-0.9000000000,0.0000316114
0.2000000000,-0.8500000000,0.0000333747
0.2000000000,-0.8000000000,0.0000353398
0.2000000000,-0.7500000000,0.0000375420
0.2000000000,-0.7000000000,0.0000400250
0.2000000000,-0.6500000000,0.0000428432
0.2000000000,-0.6000000000,0.0000460650
0.2000000000,-0.5500000000,0.0000497767
0.2000000000,-0.5000000000,0.0000540883
0.2000000000,-0.4500000000,0.0000591402
0.2000000000,-0.4000000000,0.0000651101
0.2000000000,-0.3500000000,0.0000722187
0.2000000000,-0.3000000000,0.0000807257
0.2000000000,-0.2500000000,0.0000908942
0.2000000000,-0.2000000000,0.0001028753
0.2000000000,-0.1500000000,0.0001164074
0.2000000000,-0.1000000000,0.0001302187
0.2000000000,-0.0500000000,0.0001413582
0.2000000000,-0.0000000000,0.0001457726
0.2500000000,-3.0000000000,0.0000121053
0.2500000000,-2.9500000000,0.0000123091
0.2500000000,-2.9000000000,0.0000125197
0.2500000000,-2.8500000000,0.0000127377
0.2500000000,-2.8000000000,0.0000129633
0.2500000000,-2.7500000000,0.0000131971
0.2500000000,-2.7000000000,0.0000134394
0.2500000000,-2.6500000000,0.0000136907
0.2500000000,-2.6000000000,0.0000139516
0.2500000000,-2.5500000000,0.0000142226
0.2500000000,-2.5000000000,0.0000145042
0.2500000000,-2.4500000000,0.0000147972
0.2500000000,-2.4000000000,0.0000151021
0.2500000000,-2.3500000000,0.0000154199
0.2500000000,-2.3000000000,0.0000157512
0.2500000000,-2.2500000000,0.0000160969
0.2500000000,-2.2000000000,0.0000164581
0.2500000000,-2.1500000000,0.0000168358
0.2500000000,-2.1000000000,0.0000172310
0.2500000000,-2.0500000000,0.0000176451
0.2500000000,-2.0000000000,0.0000180795
0.2500000000,-1.9500000000,0.0000185356
0.2500000000,-1.9000000000,0.0000190151
0.2500000000,-1.8500000000,0.0000195198
0.2500000000,-1.8000000000,0.0000200518
0.2500000000,-1.7500000000,0.0000206133
0.2500000000,-1.7000000000,0.0000212068
0.2500000000,-1.6500000000,0.0000218351
0.2500000000,-1.6000000000,0.0000225013
0.2500000000,-1.5500000000,0.0000232089
0.2500000000,-1.5000000000,0.0000239617
0.2500000000,-1.4500000000,0.0000247643
0.2500000000,-1.4000000000,0.0000256216
0.2500000000,-1.3500000000,0.0000265394
0.2500000000,-1.3000000000,0.0000275240
0.2500000000,-1.2500000000,0.0000285831
0.2500000000,-1.2000000000,0.0000297250
0.2500000000,-1.1500000000,0.0000309598
0.2500000000,-1.1000000000,0.0000322987
0.2500000000,-1.0500000000,0.0000337554
0.2500000000,-1.0000000000,0.0000353453
0.2500000000,-0.9500000000,0.0000370869
0.2500000000,-0.9000000000,0.0000390022
0.2500000000,-0.8500000000,0.0000411171
0.2500000000,-0.8000000000,0.0000434627
0.2500000000,-0.7500000000,0.0000460766
0.2500000000,-0.7000000000,0.0000490041
0.2500000000,-0.6500000000,0.0000523000
0.2500000000,-0.6000000000,0.0000560311
0.2500000000,-0.5500000000,0.0000602784
0.2500000000,-0.5000000000,0.0000651394
0.2500000000,-0.4500000000,0.0000707297
0.2500000000,-0.4000000000,0.0000771813
0.2500000000,-0.3500000000,0.0000846339
0.2500000000,-0.3000000000,0.0000932085
0.2500000000,-0.2500000000,0.0001029479
0.2500000000,-0.2000000000,0.0001136936
0.2500000000,-0.1500000000,0.0001248768
0.2500000000,-0.1000000000,0.0001352655
0.2500000000,-0.0500000000,0.0001429151
0.2500000000,-0.0000000000,0.0001457726
0.3000000000,-3.0000000000,0.0000145044
0.3000000000,-2.9500000000,0.0000147477
0.3000000000,-2.9000000000,0.0000149993
0.3000000000,-2.8500000000,0.0000152596
0.3000000000,-2.8000000000,0.0000155290
0.3000000000,-2.7500000000,0.0000158080
0.3000000000,-2.7000000000,0.0000160972
0.3000000000,-2.6500000000,0.0000163971
0.3000000000,-2.6000000000,0.0000167083
0.3000000000,-2.5500000000,0.0000170315
0.3000000000,-2.5000000000,0.0000173673
0.3000000000,-2.4500000000,0.0000177165
0.3000000000,-2.4000000000,0.0000180799
0.3000000000,-2.3500000000,0.0000184584
0.3000000000,-2.3000000000,0.0000188530
0.3000000000,-2.2500000000,0.0000192647
0.3000000000,-2.2000000000,0.0000196946
0.3000000000,-2.1500000000,0.0000201439
0.3000000000,-2.1000000000,0.0000206140
0.3000000000,-2.0500000000,0.0000211062
0.3000000000,-2.0000000000,0.0000216224
0.3000000000,-1.9500000000,0.0000221640
0.3000000000,-1.9000000000,0.0000227332
0.3000000000,-1.8500000000,0.0000233320
0.3000000000,-1.8000000000,0.0000239627
0.3000000000,-1.7500000000,0.0000246279
0.3000000000,-1.7000000000,0.0000253306
0.3000000000,-1.6500000000,0.0000260738
0.3000000000,-1.6000000000,0.0000268612
0.3000000000,-1.5500000000,0.0000276966
0.3000000000,-1.5000000000,0.0000285847
0.3000000000,-1.4500000000,0.0000295303
0.3000000000,-1.4000000000,0.0000305391
0.3000000000,-1.3500000000,0.0000316176
0.3000000000,-1.3000000000,0.0000327729
0.3000000000,-1.2500000000,0.0000340133
0.3000000000,-1.2000000000,0.0000353483
0.3000000000,-1.1500000000,0.0000367886
0.3000000000,-1.1000000000,0.0000383467
0.3000000000,-1.0500000000,0.0000400371
0.3000000000,-1.0000000000,0.0000418764
0.3000000000,-0.9500000000,0.0000438841
0.3000000000,-0.9000000000,0.0000460829
0.3000000000,-0.8500000000,0.0000484995
0.3000000000,-0.8000000000,0.0000511650
0.3000000000,-0.7500000000,0.0000541162
0.3000000000,-0.7000000000,0.0000573965
0.3000000000,-0.6500000000,0.0000610565
0.3000000000,-0.6000000000,0.0000651553
0.3000000000,-0.5500000000,0.0000697607
0.3000000000,-0.5000000000,0.0000749487
0.3000000000,-0.4500000000,0.0000808003
0.3000000000,-0.4000000000,0.0000873936
0.3000000000,-0.3500000000,0.0000947871
0.3000000000,-0.3000000000,0.0001029873
0.3000000000,-0.2500000000,0.0001118915
0.3000000000,-0.2000000000,0.0001212002
0.3000000000,-0.1500000000,0.0001303103
0.3000000000,-0.1000000000,0.0001382486
0.3000000000,-0.0500000000,0.0001437760
0.3000000000,-0.0000000000,0.0001457726
0.3500000000,-3.0000000000,0.0000168917
0.3500000000,-2.9500000000,0.0000171740
0.3500000000,-2.9000000000,0.0000174659
0.3500000000,-2.8500000000,0.0000177677
0.3500000000,-2.8000000000,0.0000180802
0.3500000000,-2.7500000000,0.0000184037
0.3500000000,-2.7000000000,0.0000187389
0.3500000000,-2.6500000000,0.0000190864
0.3500000000,-2.6000000000,0.0000194469
0.3500000000,-2.5500000000,0.0000198212
0.3500000000,-2.5000000000,0.0000202101
0.3500000000,-2.4500000000,0.0000206143
0.3500000000,-2.4000000000,0.0000210349
0.3500000000,-2.3500000000,0.0000214728
0.3500000000,-2.3000000000,0.0000219291
0.3500000000,-2.2500000000,0.0000224050
0.3500000000,-2.2000000000,0.0000229017
0.3500000000,-2.1500000000,0.0000234206
0.3500000000,-2.1000000000,0.0000239633
0.3500000000,-2.0500000000,0.0000245313
0.3500000000,-2.0000000000,0.0000251265
0.3500000000,-1.9500000000,0.0000257508
0.3500000000,-1.9000000000,0.0000264064
0.3500000000,-1.8500000000,0.0000270956
0.3500000000,-1.8000000000,0.0000278211
0.3500000000,-1.7500000000,0.0000285857
0.3500000000,-1.7000000000,0.0000293925
0.3500000000,-1.6500000000,0.0000302452
0.3500000000,-1.6000000000,0.0000311477
0.3500000000,-1.5500000000,0.0000321042
0.3500000000,-1.5000000000,0.0000331197
0.3500000000,-1.4500000000,0.0000341996
0.3500000000,-1.4000000000,0.0000353501
0.3500000000,-1.3500000000,0.0000365779
0.3500000000,-1.3000000000,0.0000378909
0.3500000000,-1.2500000000,0.0000392979
0.3500000000,-1.2000000000,0.0000408088
0.3500000000,-1.1500000000,0.0000424350
0.3500000000,-1.1000000000,0.0000441894
0.3500000000,-1.0500000000,0.0000460868
0.3500000000,-1.0000000000,0.0000481441
0.3500000000,-0.9500000000,0.0000503808
0.3500000000,-0.9000000000,0.0000528194
0.3500000000,-0.8500000000,0.0000554853
0.3500000000,-0.8000000000,0.0000584083
0.3500000000,-0.7500000000,0.0000616220
0.3500000000,-0.7000000000,0.0000651649
0.3500000000,-0.6500000000,0.0000690801
0.3500000000,-0.6000000000,0.0000734151
0.3500000000,-0.5500000000,0.0000782208
0.3500000000,-0.5000000000,0.0000835480
0.3500000000,-0.4500000000,0.0000894421
0.3500000000,-0.4000000000,0.0000959318
0.3500000000,-0.3500000000,0.0001030110
0.3500000000,-0.3000000000,0.0001106098
0.3500000000,-0.2500000000,0.0001185523
0.3500000000,-0.2000000000,0.0001265060
0.3500000000,-0.1500000000,0.0001339412
0.3500000000,-0.1000000000,0.0001401388
0.3500000000,-0.0500000000,0.0001443003
0.3500000000,-0.0000000000,0.0001457726
0.4000000000,-3.0000000000,0.0000192652
0.4000000000,-2.9500000000,0.0000195859
0.4000000000,-2.9000000000,0.0000199173
0.4000000000,-2.8500000000,0.0000202600
0.4000000000,-2.8000000000,0.0000206146
0.4000000000,-2.7500000000,0.0000209817
0.4000000000,-2.7000000000,0.0000213619
0.4000000000,-2.6500000000,0.0000217560
0.4000000000,-2.6000000000,0.0000221648
0.4000000000,-2.5500000000,0.0000225890
0.4000000000,-2.5000000000,0.0000230296
0.4000000000,-2.4500000000,0.0000234875
0.4000000000,-2.4000000000,0.0000239636
0.4000000000,-2.3500000000,0.0000244592
0.4000000000,-2.3000000000,0.0000249755
0.4000000000,-2.2500000000,0.0000255136
0.4000000000,-2.2000000000,0.0000260750
0.4000000000,-2.1500000000,0.0000266613
0.4000000000,-2.1000000000,0.0000272740
0.4000000000,-2.0500000000,0.0000279150
0.4000000000,-2.0000000000,0.0000285863
0.4000000000,-1.9500000000,0.0000292899
0.4000000000,-1.9000000000,0.0000300283
0.4000000000,-1.8500000000,0.0000308040
0.4000000000,-1.8000000000,0.0000316197
0.4000000000,-1.7500000000,0.0000324788
0.4000000000,-1.7000000000,0.0000333844
0.4000000000,-1.6500000000,0.0000343405
0.4000000000,-1.6000000000,0.0000353512
0.4000000000,-1.5500000000,0.0000364212
0.4000000000,-1.5000000000,0.0000375556
0.4000000000,-1.4500000000,0.0000387602
0.4000000000,-1.4000000000,0.0000400414
0.4000000000,-1.3500000000,0.0000414063
0.4000000000,-1.3000000000,0.0000428630
0.4000000000,-1.2500000000,0.0000444206
0.4000000000,-1.2000000000,0.0000460892
0.4000000000,-1.1500000000,0.0000478803
0.4000000000,-1.1000000000,0.0000498067
0.4000000000,-1.0500000000,0.0000518831
0.4000000000,-1.0000000000,0.0000541260
0.4000000000,-0.9500000000,0.0000565539
0.4000000000,-0.9000000000,0.0000591879
0.4000000000,-0.8500000000,0.0000620515
0.4000000000,-0.8000000000,0.0000651711
0.4000000000,-0.7500000000,0.0000685758
0.4000000000,-0.7000000000,0.0000722973
0.4000000000,-0.6500000000,0.0000763693
0.4000000000,-0.6000000000,0.0000808265
0.4000000000,-0.5500000000,0.0000857014
0.4000000000,-0.5000000000,0.0000910211
0.4000000000,-0.4500000000,0.0000967994
0.4000000000,-0.4000000000,0.0001030264
0.4000000000,-0.3500000000,0.0001096524
0.4000000000,-0.3000000000,0.0001165655
0.4000000000,-0.2500000000,0.0001235661
0.4000000000,-0.2000000000,0.0001303421
0.4000000000,-0.1500000000,0.0001364622
0.4000000000,-0.1000000000,0.0001414048
0.4000000000,-0.0500000000,0.0001446426
0.4000000000,-0.0000000000,0.0001457726
0.4500000000,-3.0000000000,0.0000216233
0.4500000000,-2.9500000000,0.0000219815
0.4500000000,-2.9000000000,0.0000223516
0.4500000000,-2.8500000000,0.0000227342
0.4500000000,-2.8000000000,0.0000231300
0.4500000000,-2.7500000000,0.0000235397
0.4500000000,-2.7000000000,0.0000239639
0.4500000000,-2.6500000000,0.0000244034
0.4500000000,-2.6000000000,0.0000248592
0.4500000000,-2.5500000000,0.0000253320
0.4500000000,-2.5000000000,0.0000258228
0.4500000000,-2.4500000000,0.0000263328
0.4500000000,-2.4000000000,0.0000268629
0.4500000000,-2.3500000000,0.0000274143
0.4500000000,-2.3000000000,0.0000279885
0.4500000000,-2.2500000000,0.0000285867
0.4500000000,-2.2000000000,0.0000292105
0.4500000000,-2.1500000000,0.0000298616
0.4500000000,-2.1000000000,0.0000305416
0.4500000000,-2.0500000000,0.0000312526
0.4500000000,-2.0000000000,0.0000319966
0.4500000000,-1.9500000000,0.0000327759
0.4500000000,-1.9000000000,0.0000335931
0.4500000000,-1.8500000000,0.0000344508
0.4500000000,-1.8000000000,0.0000353520
0.4500000000,-1.7500000000,0.0000363001
0.4500000000,-1.7000000000,0.0000372986
0.4500000000,-1.6500000000,0.0000383515
0.4500000000,-1.6000000000,0.0000394631
0.4500000000,-1.5500000000,0.0000406384
0.4500000000,-1.5000000000,0.0000418826
0.4500000000,-1.4500000000,0.0000432015
0.4500000000,-1.4000000000,0.0000446019
0.4500000000,-1.3500000000,0.0000460909
0.4500000000,-1.3000000000,0.0000476767
0.4500000000,-1.2500000000,0.0000493683
0.4500000000,-1.2000000000,0.0000511756
0.4500000000,-1.1500000000,0.0000531100
0.4500000000,-1.1000000000,0.0000551838
0.4500000000,-1.0500000000,0.0000574110
0.4500000000,-1.0000000000,0.0000598070
0.4500000000,-0.9500000000,0.0000623888
0.4500000000,-0.9000000000,0.0000651754
0.4500000000,-0.8500000000,0.0000681872
0.4500000000,-0.8000000000,0.0000714465
0.4500000000,-0.7500000000,0.0000749769
0.4500000000,-0.7000000000,0.0000788025
0.4500000000,-0.6500000000,0.0000829472
0.4500000000,-0.6000000000,0.0000874325
0.4500000000,-0.5500000000,0.0000922745
0.4500000000,-0.5000000000,0.0000974795
0.4500000000,-0.4500000000,0.0001030370
0.4500000000,-0.4000000000,0.0001089103
0.4500000000,-0.3500000000,0.0001150242
0.4500000000,-0.3000000000,0.0001212502
0.4500000000,-0.2500000000,0.0001273927
0.4500000000,-0.2000000000,0.0001331803
0.4500000000,-0.1500000000,0.0001382728
0.4500000000,-0.1000000000,0.0001422914
0.4500000000,-0.0500000000,0.0001448783
0.4500000000,-0.0000000000,0.0001457726
0.5000000000,-3.0000000000,0.0000239641
0.5000000000,-2.9500000000,0.0000243590
0.5000000000,-2.9000000000,0.0000247669
0.5000000000,-2.8500000000,0.0000251885
0.5000000000,-2.8000000000,0.0000256245
0.5000000000,-2.7500000000,0.0000260756
0.5000000000,-2.7000000000,0.0000265426
0.5000000000,-2.6500000000,0.0000270263
0.5000000000,-2.6000000000,0.0000275276
0.5000000000,-2.5500000000,0.0000280475
0.5000000000,-2.5000000000,0.0000285870
0.5000000000,-2.4500000000,0.0000291473
0.5000000000,-2.4000000000,0.0000297295
0.5000000000,-2.3500000000,0.0000303348
0.5000000000,-2.3000000000,0.0000309648
0.5000000000,-2.2500000000,0.0000316207
0.5000000000,-2.2000000000,0.0000323044
0.5000000000,-2.1500000000,0.0000330175
0.5000000000,-2.1000000000,0.0000337618
0.5000000000,-2.0500000000,0.0000345394
0.5000000000,-2.0000000000,0.0000353526
0.5000000000,-1.9500000000,0.0000362037
0.5000000000,-1.9000000000,0.0000370953
0.5000000000,-1.8500000000,0.0000380304
0.5000000000,-1.8000000000,0.0000390119
0.5000000000,-1.7500000000,0.0000400433
0.5000000000,-1.7000000000,0.0000411284
0.5000000000,-1.6500000000,0.0000422711
0.5000000000,-1.6000000000,0.0000434759
0.5000000000,-1.5500000000,0.0000447478
0.5000000000,-1.5000000000,0.0000460922
0.5000000000,-1.4500000000,0.0000475149
0.5000000000,-1.4000000000,0.0000490225
0.5000000000,-1.3500000000,0.0000506222
0.5000000000,-1.3000000000,0.0000523220
0.5000000000,-1.2500000000,0.0000541305
0.5000000000,-1.2000000000,0.0000560576
0.5000000000,-1.1500000000,0.0000581136
0.5000000000,-1.1000000000,0.0000603104
0.5000000000,-1.0500000000,0.0000626607
0.5000000000,-1.0000000000,0.0000651785
0.5000000000,-0.9500000000,0.0000678787
0.5000000000,-0.9000000000,0.0000707775
0.5000000000,-0.8500000000,0.0000738920
0.5000000000,-0.8000000000,0.0000772398
0.5000000000,-0.7500000000,0.0000808386
0.5000000000,-0.7000000000,0.0000847049
0.5000000000,-0.6500000000,0.0000888532
0.5000000000,-0.6000000000,0.0000932931
0.5000000000,-0.5500000000,0.0000980269
0.5000000000,-0.5000000000,0.0001030446
0.5000000000,-0.4500000000,0.0001083184
0.5000000000,-0.4000000000,0.0001137954
0.5000000000,-0.3500000000,0.0001193886
0.5000000000,-0.3000000000,0.0001249685
0.5000000000,-0.2500000000,0.0001303569
0.5000000000,-0.2000000000,0.0001353263
0.5000000000,-0.1500000000,0.0001396116
0.5000000000,-0.1000000000,0.0001429352
0.5000000000,-0.0500000000,0.0001450474
0.5000000000,-0.0000000000,0.0001457726
0.5500000000,-3.0000000000,0.0000262860
0.5500000000,-2.9500000000,0.0000267167
0.5500000000,-2.9000000000,0.0000271614
0.5500000000,-2.8500000000,0.0000276209
0.5500000000,-2.8000000000,0.0000280959
0.5500000000,-2.7500000000,0.0000285873
0.5500000000,-2.7000000000,0.0000290957
0.5500000000,-2.6500000000,0.0000296222
0.5500000000,-2.6000000000,0.0000301676
0.5500000000,-2.5500000000,0.0000307330
0.5500000000,-2.5000000000,0.0000313195
0.5500000000,-2.4500000000,0.0000319283
0.5500000000,-2.4000000000,0.0000325605
0.5500000000,-2.3500000000,0.0000332176
0.5500000000,-2.3000000000,0.0000339010
0.5500000000,-2.2500000000,0.0000346123
0.5500000000,-2.2000000000,0.0000353530
0.5500000000,-2.1500000000,0.0000361251
0.5500000000,-2.1000000000,0.0000369306
0.5500000000,-2.0500000000,0.0000377714
0.5500000000,-2.0000000000,0.0000386499
0.5500000000,-1.9500000000,0.0000395687
0.5500000000,-1.9000000000,0.0000405303
0.5500000000,-1.8500000000,0.0000415377
0.5500000000,-1.8000000000,0.0000425940
0.5500000000,-1.7500000000,0.0000437028
0.5500000000,-1.7000000000,0.0000448678
0.5500000000,-1.6500000000,0.0000460931
0.5500000000,-1.6000000000,0.0000473831
0.5500000000,-1.5500000000,0.0000487428
0.5500000000,-1.5000000000,0.0000501775
0.5500000000,-1.4500000000,0.0000516930
0.5500000000,-1.4000000000,0.0000532957
0.5500000000,-1.3500000000,0.0000549926
0.5500000000,-1.3000000000,0.0000567913
0.5500000000,-1.2500000000,0.0000587000
0.5500000000,-1.2000000000,0.0000607278
0.5500000000,-1.1500000000,0.0000628845
0.5500000000,-1.1000000000,0.0000651807
0.5500000000,-1.0500000000,0.0000676277
0.5500000000,-1.0000000000,0.0000702376
0.5500000000,-0.9500000000,0.0000730232
0.5500000000,-0.9000000000,0.0000759976
0.5500000000,-0.8500000000,0.0000791741
0.5500000000,-0.8000000000,0.0000825658
0.5500000000,-0.7500000000,0.0000861844
0.5500000000,-0.7000000000,0.0000900395
0.5500000000,-0.6500000000,0.0000941370
0.5500000000,-0.6000000000,0.0000984769
0.5500000000,-0.5500000000,0.0001030502
0.5500000000,-0.5000000000,0.0001078354
0.5500000000,-0.4500000000,0.0001127938
0.5500000000,-0.4000000000,0.0001178640
0.5500000000,-0.3500000000,0.0001229566
0.5500000000,-0.3000000000,0.0001279497
0.5500000000,-0.2500000000,0.0001326870
0.5500000000,-0.2000000000,0.0001369815
0.5500000000,-0.1500000000,0.0001406267
0.5500000000,-0.1000000000,0.0001434167
0.5500000000,-0.0500000000,0.0001451727
0.5500000000,-0.0000000000,0.0001457726
0.6000000000,-3.0000000000,0.0000285874
0.6000000000,-2.9500000000,0.0000290529
0.6000000000,-2.9000000000,0.0000295333
0.6000000000,-2.8500000000,0.0000300296
0.6000000000,-2.8000000000,0.0000305425
0.6000000000,-2.7500000000,0.0000310727
0.6000000000,-2.7000000000,0.0000316213
0.6000000000,-2.6500000000,0.0000321890
0.6000000000,-2.6000000000,0.0000327770
0.6000000000,-2.5500000000,0.0000333862
0.6000000000,-2.5000000000,0.0000340179
0.6000000000,-2.4500000000,0.0000346731
0.6000000000,-2.4000000000,0.0000353533
0.6000000000,-2.3500000000,0.0000360599
0.6000000000,-2.3000000000,0.0000367943
0.6000000000,-2.2500000000,0.0000375581
0.6000000000,-2.2000000000,0.0000383532
0.6000000000,-2.1500000000,0.0000391812
0.6000000000,-2.1000000000,0.0000400444
